rule;support;confidence;lift;count
{17451234000158} => {14517117000151};0.01168986;0.6268657;7.816396;294
{14968227000130} => {08658622000113};0.01009940;0.5657016;15.397613;254
{14968227000130} => {22065938000122};0.01013917;0.5679287;6.540022;255
{06957510000138} => {03961467000196};0.01403579;0.9971751;70.249173;353
{03961467000196} => {06957510000138};0.01403579;0.9887955;70.249173;353
{15567891000130} => {09058708000178};0.01013917;0.5679287;5.075838;255
{09105910000103} => {08772301000145};0.01133201;0.7307692;12.502616;285
{10378106000187} => {22065938000122};0.01093439;0.5268199;6.066631;275
{10752963000103} => {08772301000145};0.01188867;0.6764706;11.573629;299
{10752963000103} => {14517117000151};0.01037773;0.5904977;7.362924;261
{05530834000122} => {21548780000189};0.01184891;0.6492375;26.167183;298
{21548780000189} => {05530834000122};0.01184891;0.4775641;26.167183;298
{05530834000122} => {22065938000122};0.01180915;0.6470588;7.451250;297
{11175931000147} => {22065938000122};0.01212724;0.4911433;5.655794;305
{11175931000147} => {14517117000151};0.01001988;0.4057971;5.059889;252
{19910840000110} => {22065938000122};0.01149105;0.7429306;8.555268;289
{69194934000108} => {22065938000122};0.01069583;0.5163148;5.945658;269
{18277880000103} => {09058708000178};0.01013917;0.4980469;4.451272;255
{13395341000155} => {09058708000178};0.01133201;0.5357143;4.787923;285
{27210985000136} => {22065938000122};0.01125249;0.5000000;5.757784;283
{27210985000136} => {09058708000178};0.01065606;0.4734982;4.231869;268
{10278886000193} => {15724019000158};0.01041750;0.5634409;12.663573;262
{24830144000133} => {09071136000167};0.01069583;0.4855596;9.912194;269
{24830144000133} => {08772301000145};0.01009940;0.4584838;7.844127;254
{24830144000133} => {22065938000122};0.01129225;0.5126354;5.903287;284
{24830144000133} => {14517117000151};0.01005964;0.4566787;5.694333;253
{24830144000133} => {09058708000178};0.01061630;0.4819495;4.307402;267
{20786106000170} => {09058708000178};0.01037773;0.4635879;4.143296;261
{03452072000168} => {09058708000178};0.01061630;0.4819495;4.307402;267
{21548780000189} => {17247878000129};0.01129225;0.4551282;12.414831;284
{21548780000189} => {12957821000108};0.01073559;0.4326923;16.169705;270
{12957821000108} => {21548780000189};0.01073559;0.4011887;16.169705;270
{21548780000189} => {22065938000122};0.01658052;0.6682692;7.695500;417
{21548780000189} => {09058708000178};0.01081511;0.4358974;3.895814;272
{19717870000104} => {22065938000122};0.01534791;0.5893130;6.786274;386
{19717870000104} => {09058708000178};0.01244533;0.4778626;4.270876;313
{59378174000135} => {09058708000178};0.01180915;0.4273381;3.819316;297
{18498728000150} => {22065938000122};0.01383698;0.4490323;5.170861;348
{18498728000150} => {09058708000178};0.01411531;0.4580645;4.093931;355
{17247878000129} => {22065938000122};0.01491054;0.4067245;4.683664;375
{12811487000171} => {14811522000188};0.01463221;0.5768025;17.290325;368
{14811522000188} => {12811487000171};0.01463221;0.4386174;17.290325;368
{12811487000171} => {09058708000178};0.01228628;0.4843260;4.328642;309
{12957821000108} => {22065938000122};0.01705765;0.6374443;7.340533;429
{12957821000108} => {09058708000178};0.01244533;0.4650817;4.156647;313
{10942831000136} => {22065938000122};0.02640159;0.8289638;9.545989;664
{10942831000136} => {14517117000151};0.01359841;0.4269663;5.323848;342
{10942831000136} => {09058708000178};0.01355865;0.4257179;3.804834;341
{20784313000195} => {08658622000113};0.01896620;0.6662011;18.133072;477
{08658622000113} => {20784313000195};0.01896620;0.5162338;18.133072;477
{20784313000195} => {09071136000167};0.01308151;0.4594972;9.380158;329
{20784313000195} => {08772301000145};0.01192843;0.4189944;7.168510;300
{20784313000195} => {22065938000122};0.01363817;0.4790503;5.516536;343
{20784313000195} => {14517117000151};0.01387674;0.4874302;6.077773;349
{20784313000195} => {09058708000178};0.01355865;0.4762570;4.256526;341
{04567265000127} => {03655629000168};0.01391650;0.4623514;11.388969;350
{04567265000127} => {15724019000158};0.01658052;0.5508587;12.380782;417
{04567265000127} => {14517117000151};0.01228628;0.4081902;5.089729;309
{07734851000107} => {03655629000168};0.01256461;0.4401114;10.841138;316
{07734851000107} => {15724019000158};0.01407555;0.4930362;11.081198;354
{07734851000107} => {08772301000145};0.01387674;0.4860724;8.316137;349
{07734851000107} => {14517117000151};0.01252485;0.4387187;5.470389;315
{14811522000188} => {09058708000178};0.01805169;0.5411204;4.836239;454
{92823764000103} => {12130958000186};0.01252485;0.4106910;12.975978;315
{12130958000186} => {22065938000122};0.01375746;0.4346734;5.005511;346
{92823764000103} => {22065938000122};0.02131213;0.6988266;8.047385;536
{92823764000103} => {14517117000151};0.01395626;0.4576271;5.706159;351
{92823764000103} => {09058708000178};0.01538767;0.5045632;4.509511;387
{08658622000113} => {09071136000167};0.01697813;0.4621212;9.433724;427
{08658622000113} => {08772301000145};0.01534791;0.4177489;7.147201;386
{08658622000113} => {22065938000122};0.01749503;0.4761905;5.483604;440
{08658622000113} => {14517117000151};0.01614314;0.4393939;5.478809;406
{08658622000113} => {09058708000178};0.01634195;0.4448052;3.975427;411
{14676091000194} => {22065938000122};0.02075547;0.5426195;6.248572;522
{14676091000194} => {09058708000178};0.02385686;0.6237006;5.574297;600
{06324611000171} => {22065938000122};0.02401590;0.7006961;8.068913;604
{06324611000171} => {14517117000151};0.01673956;0.4883991;6.089855;421
{06324611000171} => {09058708000178};0.01964215;0.5730858;5.121929;494
{03217016000149} => {22065938000122};0.01896620;0.4681060;5.390506;477
{03217016000149} => {14517117000151};0.01749503;0.4317959;5.384069;440
{03217016000149} => {09058708000178};0.02131213;0.5260059;4.701154;536
{09071136000167} => {08772301000145};0.02365805;0.4829545;8.262794;595
{08772301000145} => {09071136000167};0.02365805;0.4047619;8.262794;595
{09071136000167} => {14517117000151};0.02031809;0.4147727;5.171807;511
{09071136000167} => {09058708000178};0.01972167;0.4025974;3.598196;496
{03655629000168} => {15724019000158};0.02226640;0.5484819;12.327363;560
{15724019000158} => {03655629000168};0.02226640;0.5004468;12.327363;560
{03655629000168} => {08772301000145};0.01797217;0.4427032;7.574140;452
{03655629000168} => {14517117000151};0.01769384;0.4358472;5.434585;445
{15724019000158} => {08772301000145};0.02159046;0.4852547;8.302147;543
{15724019000158} => {14517117000151};0.02159046;0.4852547;6.050647;543
{08772301000145} => {14517117000151};0.03029821;0.5183673;6.463529;762
{22065938000122} => {09058708000178};0.03904573;0.4496337;4.018581;982
{14517117000151} => {09058708000178};0.03431412;0.4278632;3.824008;863
{07768887000101, 08676370000155} => {23312871000146};0.01113320;0.8163265;31.106988;280
{08676370000155, 23312871000146} => {07768887000101};0.01113320;0.8235294;41.589889;280
{07768887000101, 23312871000146} => {08676370000155};0.01113320;0.8408408;48.838677;280
{06324611000171, 10942831000136} => {22065938000122};0.01129225;0.8958991;10.316786;284
{10942831000136, 22065938000122} => {06324611000171};0.01129225;0.4277108;12.479034;284
{06324611000171, 22065938000122} => {10942831000136};0.01129225;0.4701987;14.763417;284
{10942831000136, 22065938000122} => {14517117000151};0.01216700;0.4608434;5.746262;306
{10942831000136, 14517117000151} => {22065938000122};0.01216700;0.8947368;10.303403;306
{10942831000136, 22065938000122} => {09058708000178};0.01180915;0.4472892;3.997627;297
{09058708000178, 10942831000136} => {22065938000122};0.01180915;0.8709677;10.029688;297
{08658622000113, 20784313000195} => {09071136000167};0.01009940;0.5324948;10.870327;254
{09071136000167, 20784313000195} => {08658622000113};0.01009940;0.7720365;21.013763;254
{08658622000113, 09071136000167} => {20784313000195};0.01009940;0.5948478;20.894443;254
{08658622000113, 20784313000195} => {22065938000122};0.01025845;0.5408805;6.228546;258
{20784313000195, 22065938000122} => {08658622000113};0.01025845;0.7521866;20.473477;258
{08658622000113, 22065938000122} => {20784313000195};0.01025845;0.5863636;20.596432;258
{22065938000122, 92823764000103} => {14517117000151};0.01045726;0.4906716;6.118191;263
{14517117000151, 92823764000103} => {22065938000122};0.01045726;0.7492877;8.628474;263
{22065938000122, 92823764000103} => {09058708000178};0.01176938;0.5522388;4.935610;296
{09058708000178, 92823764000103} => {22065938000122};0.01176938;0.7648579;8.807773;296
{14676091000194, 22065938000122} => {09058708000178};0.01395626;0.6724138;6.009668;351
{09058708000178, 14676091000194} => {22065938000122};0.01395626;0.5850000;6.736607;351
{06324611000171, 22065938000122} => {14517117000151};0.01220676;0.5082781;6.337727;307
{06324611000171, 14517117000151} => {22065938000122};0.01220676;0.7292162;8.397338;307
{06324611000171, 22065938000122} => {09058708000178};0.01387674;0.5778146;5.164192;349
{06324611000171, 09058708000178} => {22065938000122};0.01387674;0.7064777;8.135492;349
{06324611000171, 14517117000151} => {09058708000178};0.01069583;0.6389549;5.710631;269
{06324611000171, 09058708000178} => {14517117000151};0.01069583;0.5445344;6.789807;269
{03217016000149, 22065938000122} => {14517117000151};0.01021869;0.5387841;6.718106;257
{03217016000149, 14517117000151} => {22065938000122};0.01021869;0.5840909;6.726138;257
{03217016000149, 22065938000122} => {09058708000178};0.01180915;0.6226415;5.564831;297
{03217016000149, 09058708000178} => {22065938000122};0.01180915;0.5541045;6.380828;297
{03217016000149, 14517117000151} => {09058708000178};0.01141153;0.6522727;5.829659;287
{03217016000149, 09058708000178} => {14517117000151};0.01141153;0.5354478;6.676505;287
{08772301000145, 09071136000167} => {14517117000151};0.01347913;0.5697479;7.104194;339
{09071136000167, 14517117000151} => {08772301000145};0.01347913;0.6634051;11.350094;339
{08772301000145, 14517117000151} => {09071136000167};0.01347913;0.4448819;9.081802;339
{03655629000168, 15724019000158} => {08772301000145};0.01137177;0.5107143;8.737731;286
{03655629000168, 08772301000145} => {15724019000158};0.01137177;0.6327434;14.221176;286
{08772301000145, 15724019000158} => {03655629000168};0.01137177;0.5267035;12.974136;286
{03655629000168, 15724019000158} => {14517117000151};0.01176938;0.5285714;6.590764;296
{03655629000168, 14517117000151} => {15724019000158};0.01176938;0.6651685;14.949945;296
{14517117000151, 15724019000158} => {03655629000168};0.01176938;0.5451197;13.427777;296
{03655629000168, 08772301000145} => {14517117000151};0.01021869;0.5685841;7.089682;257
{03655629000168, 14517117000151} => {08772301000145};0.01021869;0.5775281;9.880838;257
{08772301000145, 15724019000158} => {14517117000151};0.01232604;0.5709024;7.118590;310
{14517117000151, 15724019000158} => {08772301000145};0.01232604;0.5709024;9.767480;310
{08772301000145, 14517117000151} => {15724019000158};0.01232604;0.4068241;9.143545;310
{14517117000151, 15724019000158} => {09058708000178};0.01005964;0.4659300;4.164229;253
{09058708000178, 15724019000158} => {14517117000151};0.01005964;0.6023810;7.511096;253
{08772301000145, 22065938000122} => {14517117000151};0.01081511;0.6601942;8.231970;272
{08772301000145, 14517117000151} => {09058708000178};0.01359841;0.4488189;4.011299;342
{08772301000145, 09058708000178} => {14517117000151};0.01359841;0.6298343;7.853412;342
{14517117000151, 22065938000122} => {09058708000178};0.01713718;0.5511509;4.925887;431
{09058708000178, 22065938000122} => {14517117000151};0.01713718;0.4389002;5.472653;431
{09058708000178, 14517117000151} => {22065938000122};0.01713718;0.4994206;5.751112;431
